ID,Name,Filename,Prompt
"chicken_65","Chicken 65","chicken_65.png","Iconic South Indian Chicken 65, deep-fried spicy chicken pieces tossed with curry leaves, dried red chilies and lemon, bright red-orange color, served on a plate, professional food photography."
"gobi_65","Gobi 65 (Cauliflower)","gobi_65.png","Professional food photography of Gobi 65 (Cauliflower), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"veg_manchurian","Veg Manchurian","veg_manchurian.png","Indo-Chinese Veg Manchurian balls, round dark fried vegetable balls in a thick glossy soy-ginger gravy, garnished with spring onions, professional food photography, restaurant-style."
"chicken_manchurian","Chicken Manchurian","chicken_manchurian.png","Professional food photography of Chicken Manchurian, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"veg_fried_rice","Veg Fried Rice","veg_fried_rice.png","Colorful Vegetable Fried Rice, wok-tossed rice with diced carrots, beans, corn, capsicum and spring onions in Indo-Chinese style, served in a bowl, professional food photography."
"chicken_fried_rice","Chicken Fried Rice","chicken_fried_rice.png","Sizzling Chicken Fried Rice, wok-fried rice with tender chicken strips, eggs, spring onions and soy sauce, served in a dark bowl with chopsticks, professional food photography, high contrast."
"hakka_noodles_veg","Veg Hakka Noodles","hakka_noodles_veg.png","Indo-Chinese Veg Hakka Noodles, stir-fried thin noodles with colorful vegetables, soy sauce and chili oil, served with chopsticks, professional food photography, wok-cooked restaurant style."
"hakka_noodles_chicken","Chicken Hakka Noodles","hakka_noodles_chicken.png","Professional food photography of Chicken Hakka Noodles, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"paneer_biryani","Paneer Biryani","paneer_biryani.png","Professional food photography of Paneer Biryani, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"veg_dum_biryani","Veg Dum Biryani","veg_dum_biryani.png","Professional food photography of Veg Dum Biryani, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"mutton_biryani","Mutton Biryani","mutton_biryani.png","Professional food photography of Mutton Biryani, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_ghee_roast","Ghee Roast Dosa","dosa_ghee_roast.png","Professional food photography of Ghee Roast Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_onion_rava","Onion Rava Dosa","dosa_onion_rava.png","Professional food photography of Onion Rava Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_ghee_karam","Ghee Karam Dosa","dosa_ghee_karam.png","Professional food photography of Ghee Karam Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_ghee_karam_onion","Ghee Karam Onion Dosa","dosa_ghee_karam_onion.png","Professional food photography of Ghee Karam Onion Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_ghee_karam_masala","Ghee Karam Masala Dosa","dosa_ghee_karam_masala.png","Professional food photography of Ghee Karam Masala Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_ghee_podi_masala","Ghee Podi Masala Dosa","dosa_ghee_podi_masala.png","Professional food photography of Ghee Podi Masala Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_open_butter_masala","Open Butter Masala Dosa","dosa_open_butter_masala.png","Professional food photography of Open Butter Masala Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_ghee_podi","Ghee Podi Dosa","dosa_ghee_podi.png","Professional food photography of Ghee Podi Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"burger_generic_restaurant","Generic Restaurant Burger","burger_generic_restaurant.png","Professional food photography of Generic Restaurant Burger, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"pasta_generic_restaurant","Generic Restaurant Pasta","pasta_generic_restaurant.png","Professional food photography of Generic Restaurant Pasta, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"pasta_pesto","Pesto Pasta","pasta_pesto.png","Professional food photography of Pesto Pasta, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"pasta_pink_sauce","Pink Sauce Pasta (Mixed)","pasta_pink_sauce.png","Professional food photography of Pink Sauce Pasta (Mixed), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"mac_and_cheese","Mac & Cheese","mac_and_cheese.png","Professional food photography of Mac & Cheese, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_margherita","Margherita Pizza (Domino","dominos_margherita.png","Professional food photography of Margherita Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_double_cheese_margherita","Double Cheese Margherita (Domino","dominos_double_cheese_margherita.png","Professional food photography of Double Cheese Margherita (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_peppy_paneer","Peppy Paneer Pizza (Domino","dominos_peppy_paneer.png","Professional food photography of Peppy Paneer Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_farmhouse","Farmhouse Pizza (Domino","dominos_farmhouse.png","Professional food photography of Farmhouse Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_veggie_paradise","Veggie Paradise Pizza (Domino","dominos_veggie_paradise.png","Professional food photography of Veggie Paradise Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_deluxe_veggie","Deluxe Veggie Pizza (Domino","dominos_deluxe_veggie.png","Professional food photography of Deluxe Veggie Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_peri_peri_veg","Peri Peri Veg Pizza (Domino","dominos_peri_peri_veg.png","Professional food photography of Peri Peri Veg Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_spicy_triple_tango","Spicy Triple Tango Pizza (Domino","dominos_spicy_triple_tango.png","Professional food photography of Spicy Triple Tango Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_mexican_green_wave","Mexican Green Wave Pizza (Domino","dominos_mexican_green_wave.png","Professional food photography of Mexican Green Wave Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_7_seven_veggie","Seven Nation Army Veggie (Domino","dominos_7_seven_veggie.png","Professional food photography of Seven Nation Army Veggie (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_chicken_dominator","Chicken Dominator Pizza (Domino","dominos_chicken_dominator.png","Professional food photography of Chicken Dominator Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_pepper_bbq_chicken","Pepper BBQ Chicken Pizza (Domino","dominos_pepper_bbq_chicken.png","Professional food photography of Pepper BBQ Chicken Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_chicken_golden_delight","Chicken Golden Delight Pizza (Domino","dominos_chicken_golden_delight.png","Professional food photography of Chicken Golden Delight Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_grilled_chicken_supreme","Grilled Chicken Supreme Pizza (Domino","dominos_grilled_chicken_supreme.png","Professional food photography of Grilled Chicken Supreme Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_chicken_makhani","Chicken Makhani Pizza (Domino","dominos_chicken_makhani.png","Professional food photography of Chicken Makhani Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_nonveg_supreme","Non-Veg Supreme Pizza (Domino","dominos_nonveg_supreme.png","Professional food photography of Non-Veg Supreme Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_pepperoni","Pepperoni Pizza (Domino","dominos_pepperoni.png","Professional food photography of Pepperoni Pizza (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_burger_pizza_veg","Burger Pizza Veg (Domino","dominos_burger_pizza_veg.png","Professional food photography of Burger Pizza Veg (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_burger_pizza_chicken","Burger Pizza Chicken (Domino","dominos_burger_pizza_chicken.png","Professional food photography of Burger Pizza Chicken (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_ph_tandoori_paneer","Tandoori Paneer Pizza","dominos_ph_tandoori_paneer.png","Professional food photography of Tandoori Paneer Pizza, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_ph_chicken_supreme","Chicken Supreme Pizza","dominos_ph_chicken_supreme.png","Professional food photography of Chicken Supreme Pizza, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_generic_pizza","Generic Restaurant Pizza","dominos_generic_pizza.png","Professional food photography of Generic Restaurant Pizza, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_garlic_breadsticks","Garlic Breadsticks (Domino","dominos_garlic_breadsticks.png","Professional food photography of Garlic Breadsticks (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_stuffed_garlic_plain","Stuffed Garlic Bread Plain","dominos_stuffed_garlic_plain.png","Professional food photography of Stuffed Garlic Bread Plain, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_stuffed_garlic_cheesy","Stuffed Garlic Bread Cheesy","dominos_stuffed_garlic_cheesy.png","Professional food photography of Stuffed Garlic Bread Cheesy, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_stuffed_garlic_jalapeno","Stuffed Garlic Bread Jalapeño","dominos_stuffed_garlic_jalapeno.png","Professional food photography of Stuffed Garlic Bread Jalapeño, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_cheese_dip","Cheese Dip (Domino","dominos_cheese_dip.png","Dominos Cheese Jalapeno Dip, a small cup of molten cheese sauce with green jalapeno pieces, served alongside a pizza slice, professional food photography."
"dominos_salsa_dip","Salsa Dip (Domino","dominos_salsa_dip.png","Professional food photography of Salsa Dip (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_bbq_dip","BBQ Dipping Sauce (Domino","dominos_bbq_dip.png","Professional food photography of BBQ Dipping Sauce (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_baked_pasta","Baked Pasta (Domino","dominos_baked_pasta.png","Professional food photography of Baked Pasta (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dominos_choco_lava_cake","Choco Lava Cake (Domino","dominos_choco_lava_cake.png","Professional food photography of Choco Lava Cake (Domino, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_bbq_chicken_bowl","BBQ Chicken Bowl (California Burrito)","california_bbq_chicken_bowl.png","Professional food photography of BBQ Chicken Bowl (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_bbq_paneer_bowl","BBQ Paneer Bowl (California Burrito)","california_bbq_paneer_bowl.png","Professional food photography of BBQ Paneer Bowl (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_fajita_veg_bowl","Fajita Veg Bowl (California Burrito)","california_fajita_veg_bowl.png","Professional food photography of Fajita Veg Bowl (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_perip_chicken_bowl","Crispy Peri Peri Chicken Bowl (California Burrito)","california_perip_chicken_bowl.png","Professional food photography of Crispy Peri Peri Chicken Bowl (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_bbq_chicken_pro_bowl","BBQ Chicken PRO Bowl (California Burrito)","california_bbq_chicken_pro_bowl.png","Professional food photography of BBQ Chicken PRO Bowl (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_paneer_pro_bowl","Mexican Paneer PRO Bowl (California Burrito)","california_paneer_pro_bowl.png","Professional food photography of Mexican Paneer PRO Bowl (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_bbq_chicken_burrito","BBQ Chicken Burrito (California Burrito)","california_bbq_chicken_burrito.png","Professional food photography of BBQ Chicken Burrito (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_bbq_paneer_burrito","BBQ Paneer Burrito (California Burrito)","california_bbq_paneer_burrito.png","Professional food photography of BBQ Paneer Burrito (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_chipotle_chicken_burrito","Chili Chipotle Chicken Burrito (California Burrito)","california_chipotle_chicken_burrito.png","Professional food photography of Chili Chipotle Chicken Burrito (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_mushroom_burrito","Crispy Mushroom Burrito (California Burrito)","california_mushroom_burrito.png","Professional food photography of Crispy Mushroom Burrito (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_fajita_veg_burrito","Fajita Veg Burrito (California Burrito)","california_fajita_veg_burrito.png","Professional food photography of Fajita Veg Burrito (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_7layer_chicken_taco","7 Layer Chicken Taco (California Burrito)","california_7layer_chicken_taco.png","Professional food photography of 7 Layer Chicken Taco (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_7layer_veg_taco","7 Layer Veg Taco (California Burrito)","california_7layer_veg_taco.png","Professional food photography of 7 Layer Veg Taco (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_bbq_chicken_taco","BBQ Chicken Taco - Crunchy (California Burrito)","california_bbq_chicken_taco.png","Professional food photography of BBQ Chicken Taco - Crunchy (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_bbq_paneer_taco","BBQ Paneer Taco (California Burrito)","california_bbq_paneer_taco.png","Professional food photography of BBQ Paneer Taco (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_chicken_quesadilla","Chicken Quesadilla (California Burrito)","california_chicken_quesadilla.png","Professional food photography of Chicken Quesadilla (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_paneer_quesadilla","Paneer Quesadilla (California Burrito)","california_paneer_quesadilla.png","Professional food photography of Paneer Quesadilla (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"california_veg_quesadilla","Veg Quesadilla (California Burrito)","california_veg_quesadilla.png","Professional food photography of Veg Quesadilla (California Burrito), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"pesarattu_plain","Pesarattu (Moong Dal Dosa)","pesarattu_plain.png","Professional food photography of Pesarattu (Moong Dal Dosa), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"pesarattu_masala","Masala Pesarattu (Upma Pesarattu)","pesarattu_masala.png","Professional food photography of Masala Pesarattu (Upma Pesarattu), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"pesarattu_paneer","Paneer Pesarattu","pesarattu_paneer.png","Professional food photography of Paneer Pesarattu, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"pesarattu_onion","Onion Pesarattu","pesarattu_onion.png","Professional food photography of Onion Pesarattu, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_paneer","Paneer Dosa","dosa_paneer.png","Professional food photography of Paneer Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_set","Set Dosa","dosa_set.png","Professional food photography of Set Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_rava","Rava Dosa","dosa_rava.png","Professional food photography of Rava Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_rava_masala","Rava Masala Dosa","dosa_rava_masala.png","Professional food photography of Rava Masala Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_neer","Neer Dosa","dosa_neer.png","Professional food photography of Neer Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_mysore_masala","Mysore Masala Dosa","dosa_mysore_masala.png","Professional food photography of Mysore Masala Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_egg","Egg Dosa (Muttai Dosa)","dosa_egg.png","Professional food photography of Egg Dosa (Muttai Dosa), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_onion","Onion Dosa","dosa_onion.png","Professional food photography of Onion Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_paper_roast","Paper Roast Dosa","dosa_paper_roast.png","Professional food photography of Paper Roast Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dosa_cheese","Cheese Dosa","dosa_cheese.png","Professional food photography of Cheese Dosa, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"parotta_plain","Malabar Parotta (Kerala Parotta)","parotta_plain.png","Professional food photography of Malabar Parotta (Kerala Parotta), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"parotta_kurma","Parotta with Veg Kurma","parotta_kurma.png","Professional food photography of Parotta with Veg Kurma, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"kothu_parotta_veg","Kothu Parotta (Veg)","kothu_parotta_veg.png","Professional food photography of Kothu Parotta (Veg), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"kothu_parotta_egg","Egg Kothu Parotta","kothu_parotta_egg.png","Professional food photography of Egg Kothu Parotta, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"kothu_parotta_chicken","Chicken Kothu Parotta","kothu_parotta_chicken.png","Professional food photography of Chicken Kothu Parotta, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"chilli_parotta","Chilli Parotta","chilli_parotta.png","Professional food photography of Chilli Parotta, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"mysore_bonda","Mysore Bonda (Goli Baje)","mysore_bonda.png","Professional food photography of Mysore Bonda (Goli Baje), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"mangalore_bajji","Mangalore Bajji","mangalore_bajji.png","Professional food photography of Mangalore Bajji, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"aloo_bonda","Aloo Bonda (Batata Vada)","aloo_bonda.png","Professional food photography of Aloo Bonda (Batata Vada), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"mirchi_bajji","Mirchi Bajji (Chilli Bajji)","mirchi_bajji.png","Andhra Mirchi Bajji, large green banana chili stuffed with spiced potato filling, coated in chickpea batter and deep-fried golden, served hot, professional food photography, street food aesthetic."
"onion_bajji","Onion Bajji (Pakoda)","onion_bajji.png","Crispy South Indian Onion Bajji (Pakoda), thin onion slices coated in spiced chickpea batter and fried till crispy and golden, served with green chutney, professional food photography."
"punugulu","Punugulu","punugulu.png","Andhra Punugulu, small round crispy fritters made from fermented rice and urad dal batter, fried golden brown, served with peanut chutney, authentic street food, professional food photography."
"vazhakkai_bajji","Raw Banana Bajji (Vazhakkai)","vazhakkai_bajji.png","Professional food photography of Raw Banana Bajji (Vazhakkai), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"bread_bajji","Bread Bajji (Bread Pakoda)","bread_bajji.png","Professional food photography of Bread Bajji (Bread Pakoda), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"masala_vada","Masala Vada (Dal Vada/Parippu Vada)","masala_vada.png","Professional food photography of Masala Vada (Dal Vada/Parippu Vada), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"maddur_vada","Maddur Vada","maddur_vada.png","Karnataka snack Maddur Vada, flat crispy disc-shaped savory fritters made from rice flour, onions and curry leaves, served with coconut chutney, professional food photography."
"sabudana_vada","Sabudana Vada","sabudana_vada.png","Maharashtrian Sabudana Vada, crispy shallow-fried patties made from tapioca pearls, peanuts and spiced potato, golden brown color, served with yogurt and green chutney, professional food photography."
"kalaan_masala","Kalaan Masala (Mushroom Curry)","kalaan_masala.png","Professional food photography of Kalaan Masala (Mushroom Curry), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"vendakkai_poriyal","Vendakkai Poriyal (Okra Stir-fry)","vendakkai_poriyal.png","South Indian Vendakkai Poriyal, sliced okra stir-fried with onions, mustard seeds and coconut in a dry preparation, served in a bowl, professional food photography."
"keerai_kootu","Keerai Kootu (Greens & Lentils)","keerai_kootu.png","Tamil Nadu Keerai Kootu, softly cooked spinach or greens mixed with lentils and ground coconut gravy, tempered with mustard seeds, red chilies and curry leaves, served in a small bowl, professional food photography."
"vazhakkai_fry","Vazhakkai Fry (Raw Banana Fry)","vazhakkai_fry.png","South Indian Vazhakkai Fry, raw banana slices fried with spiced rice flour coating, crispy golden exterior, served on a banana leaf, professional food photography."
"potato_fry_si","Urulaikizhangu Varuval (Potato Fry)","potato_fry_si.png","Professional food photography of Urulaikizhangu Varuval (Potato Fry), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"taro_root_fry","Seppankizhangu Fry (Taro Root Fry)","taro_root_fry.png","Professional food photography of Seppankizhangu Fry (Taro Root Fry), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"avial","Avial (Mixed Veg Coconut Curry)","avial.png","Kerala Avial, mixed vegetables cooked in a fresh coconut and yogurt gravy, with a green curry leaf garnish and a drizzle of coconut oil, authentic Kerala sadya dish, professional food photography."
"olan","Olan (Ash Gourd & Coconut Curry)","olan.png","Kerala Olan, delicate white ash gourd and black-eyed peas cooked in a mild coconut milk broth, finished with coconut oil and curry leaves, authentic sadya dish, professional food photography."
"erissery","Erissery (Pumpkin & Lentil Curry)","erissery.png","Kerala Erissery, pumpkin and cowpeas cooked in a ground coconut gravy, tempered with mustard seeds, curry leaves and a topping of fresh grated coconut, professional food photography."
"thoran_cabbage","Cabbage Thoran (Kerala Stir-fry)","thoran_cabbage.png","Professional food photography of Cabbage Thoran (Kerala Stir-fry), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"beans_poriyal","Beans Poriyal (Green Beans Stir-fry)","beans_poriyal.png","South Indian Green Beans Poriyal, green beans stir-fried with grated coconut, mustard seeds, urad dal and curry leaves, a classic Tamil Nadu dry vegetable side dish, professional food photography."
"carrot_poriyal","Carrot Poriyal","carrot_poriyal.png","Colorful South Indian Carrot Poriyal, grated carrots stir-fried with mustard seeds, curry leaves, urad dal and fresh coconut, vibrant orange color, professional food photography."
"beetroot_poriyal","Beetroot Poriyal","beetroot_poriyal.png","Vibrant South Indian Beetroot Poriyal, diced beetroot stir-fried with coconut, mustard seeds and curry leaves, deep reddish-purple color in a bowl, professional food photography."
"mor_kuzhambu","Mor Kuzhambu (Buttermilk Curry)","mor_kuzhambu.png","Traditional South Indian Mor Kuzhambu, a tangy buttermilk-based curry with ash gourd and coconut, tempered with mustard seeds and curry leaves, served in a bowl, professional food photography."
"vatha_kuzhambu","Vatha Kuzhambu (Tangy Tamarind Curry)","vatha_kuzhambu.png","Tangy Tamil Vatha Kuzhambu, a dark tamarind-based gravy with sun-dried vegetables and aromatic sesame oil, tempered with mustard seeds, served in a bowl, professional food photography."
"chettinad_chicken_curry","Chettinad Chicken Curry","chettinad_chicken_curry.png","Professional food photography of Chettinad Chicken Curry, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"prawn_masala_si","Prawn Masala (South Indian)","prawn_masala_si.png","Professional food photography of Prawn Masala (South Indian), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dum_aloo_ni","Dum Aloo","dum_aloo_ni.png","Professional food photography of Dum Aloo, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"achari_paneer","Achari Paneer","achari_paneer.png","Tangy Achari Paneer, paneer cubes cooked in a pickling spice-infused tangy yogurt gravy, garnished with fresh cilantro, served in a bowl, professional food photography, rich warm colors."
"kadai_paneer","Kadai Paneer","kadai_paneer.png","Restaurant-style Kadai Paneer, paneer and bell peppers cooked in a spicy onion-tomato gravy with whole coriander and dried red chilies, served in a cast iron kadai, professional food photography."
"paneer_tikka_masala","Paneer Tikka Masala","paneer_tikka_masala.png","Restaurant-style Paneer Tikka Masala, marinated and grilled paneer cubes in a rich creamy orange makhani sauce, garnished with cream and cilantro, served in a copper karahi, professional food photography."
"aloo_methi","Aloo Methi","aloo_methi.png","Home-style Aloo Methi, potato cubes and fresh fenugreek leaves dry-cooked with garlic and Indian spices, slightly dry preparation, served in a bowl, professional food photography, earthy tones."
"sarson_da_saag","Sarson da Saag (Mustard Greens)","sarson_da_saag.png","Professional food photography of Sarson da Saag (Mustard Greens), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"chana_dal","Chana Dal (Split Chickpea)","chana_dal.png","Professional food photography of Chana Dal (Split Chickpea), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
